positive_bert,negative_bert,neutral_bert,info_exchange_zscore_chats,discrepancies_lexical_wordcount,hear_lexical_wordcount,home_lexical_wordcount,conjunction_lexical_wordcount,certainty_lexical_wordcount,inclusive_lexical_wordcount,bio_lexical_wordcount,achievement_lexical_wordcount,adverbs_lexical_wordcount,anxiety_lexical_wordcount,third_person_lexical_wordcount,negation_lexical_wordcount,swear_lexical_wordcount,death_lexical_wordcount,health_lexical_wordcount,see_lexical_wordcount,body_lexical_wordcount,family_lexical_wordcount,negative_affect_lexical_wordcount,quantifier_lexical_wordcount,positive_affect_lexical_wordcount,insight_lexical_wordcount,humans_lexical_wordcount,present_tense_lexical_wordcount,future_tense_lexical_wordcount,past_tense_lexical_wordcount,relative_lexical_wordcount,sexual_lexical_wordcount,inhibition_lexical_wordcount,sadness_lexical_wordcount,social_lexical_wordcount,indefinite_pronoun_lexical_wordcount,religion_lexical_wordcount,work_lexical_wordcount,money_lexical_wordcount,causation_lexical_wordcount,anger_lexical_wordcount,first_person_singular_lexical_wordcount,feel_lexical_wordcount,tentativeness_lexical_wordcount,exclusive_lexical_wordcount,verbs_lexical_wordcount,friends_lexical_wordcount,article_lexical_wordcount,argue_lexical_wordcount,auxiliary_verbs_lexical_wordcount,cognitive_mech_lexical_wordcount,preposition_lexical_wordcount,first_person_plural_lexical_wordcount,percept_lexical_wordcount,second_person_lexical_wordcount,positive_words_lexical_wordcount,first_person_lexical_wordcount,nltk_english_stopwords_lexical_wordcount,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,please_politeness_convokit,please_start_politeness_convokit,hashedge_politeness_convokit,indirect_btw_politeness_convokit,hedges_politeness_convokit,factuality_politeness_convokit,deference_politeness_convokit,gratitude_politeness_convokit,apologizing_politeness_convokit,1st_person_pl_politeness_convokit,1st_person_politeness_convokit,1st_person_start_politeness_convokit,2nd_person_politeness_convokit,2nd_person_start_politeness_convokit,indirect_greeting_politeness_convokit,direct_question_politeness_convokit,direct_start_politeness_convokit,haspositive_politeness_convokit,hasnegative_politeness_convokit,subjunctive_politeness_convokit,indicative_politeness_convokit,Acknowledgement_receptiveness_yeomans,Affirmation_receptiveness_yeomans,Agreement_receptiveness_yeomans,Apology_receptiveness_yeomans,Ask_Agency_receptiveness_yeomans,By_The_Way_receptiveness_yeomans,Can_You_receptiveness_yeomans,Conjunction_Start_receptiveness_yeomans,Could_You_receptiveness_yeomans,Disagreement_receptiveness_yeomans,Filler_Pause_receptiveness_yeomans,First_Person_Plural_receptiveness_yeomans,First_Person_Single_receptiveness_yeomans,For_Me_receptiveness_yeomans,For_You_receptiveness_yeomans,Formal_Title_receptiveness_yeomans,Give_Agency_receptiveness_yeomans,Goodbye_receptiveness_yeomans,Gratitude_receptiveness_yeomans,Hedges_receptiveness_yeomans,Hello_receptiveness_yeomans,Impersonal_Pronoun_receptiveness_yeomans,Informal_Title_receptiveness_yeomans,Let_Me_Know_receptiveness_yeomans,Negation_receptiveness_yeomans,Negative_Emotion_receptiveness_yeomans,Please_receptiveness_yeomans,Positive_Emotion_receptiveness_yeomans,Reasoning_receptiveness_yeomans,Reassurance_receptiveness_yeomans,Second_Person_receptiveness_yeomans,Subjectivity_receptiveness_yeomans,Swearing_receptiveness_yeomans,Truth_Intensifier_receptiveness_yeomans,Bare_Command_receptiveness_yeomans,YesNo_Questions_receptiveness_yeomans,WH_Questions_receptiveness_yeomans,Adverb_Limiter_receptiveness_yeomans
0.037037674,0.387708068,0.575254202,-0.439058076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,-1.042767536,-1.123010831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.593147099,0.029531954,0.377320975,2.045382374,2,0,0,10,1,9,0,1,7,0,0,1,0,0,0,1,0,0,0,2,8,1,1,14,0,1,5,0,0,0,18,10,0,6,7,2,0,0,0,2,2,15,0,11,5,11,18,18,9,1,2,11,9,72,0.675,0.4,1.241269996,1.337177333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0,1
0.057017304,0.089933433,0.853049219,-0.462719414,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.960707743,-1.034622384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.663472593,0.033835996,0.30269137,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.530108955,1.648292268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.348197371,0.067250401,0.584552228,-0.226106037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0.235219122,0.253537324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050999511,0.169048369,0.779952109,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.985423859,-1.061244668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162162647,0.062927783,0.774909616,0.649363455,3,0,0,8,1,3,0,1,4,1,0,1,0,0,0,2,0,0,0,1,3,1,0,5,0,2,0,0,1,0,4,7,0,4,4,2,0,1,0,4,5,8,0,5,3,5,15,5,4,2,0,5,5,35,0.192857143,0.103571429,-0.528857646,-0.569466938,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0.142412812,0.155769706,0.701817513,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.609973633,-0.65683879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039128304,0.029383987,0.931487739,1.382864921,2,0,0,8,1,1,0,1,11,0,0,1,0,0,0,1,0,0,0,5,3,9,0,22,2,0,7,0,0,0,9,4,0,2,2,0,0,13,0,4,3,24,1,2,11,10,19,3,0,1,7,8,13,49,0.462121212,0.211363636,-1.03418096,-1.113762037,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,3,0,4,0,0,1,0,0,6,0,0,7,3,0,0,0,0,0,1
0.269576073,0.013755764,0.716668248,3.394078619,1,2,0,20,1,11,2,1,17,2,0,2,0,0,2,1,0,0,0,5,12,4,0,25,1,1,19,0,0,0,30,14,0,9,1,8,0,6,1,10,7,27,0,3,8,19,37,25,4,4,20,10,9,113,0.275,0.2,-0.087692139,-0.094277654,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,4,6,0,1,0,1,0,0,1,0,14,0,0,2,2,0,10,0,0,19,1,0,0,0,0,0,0
0.480068147,0.102255255,0.417676568,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.776835195,0.83692417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.169749916,0.046130612,0.784119487,-0.226106037,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,4,0.375,0.375,-0.497695421,-0.535901405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.377701759,0.09237466,0.529923558,-0.344412725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,4,0,0,0.356398746,0.38406262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.122828707,0.138236359,0.738934934,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.690408935,-0.743477462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.319241524,0.183279678,0.497478813,1.643139635,3,1,0,9,3,1,3,3,7,0,0,2,0,0,2,0,0,0,0,1,6,6,0,15,3,1,8,0,0,0,12,6,0,4,6,3,0,7,0,1,3,23,0,1,7,13,20,7,0,1,8,5,7,48,0.354166667,0.189583333,0.116292453,0.125438736,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,7,0,0,0,1,0,0,1,0,6,0,0,2,0,0,4,0,0,8,1,0,0,0,0,0,0
0.765548348,0.005523806,0.228927791,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.949351727,2.099868081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.284309268,0.125162169,0.590528488,0.460072754,1,0,0,4,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,1,3,0,0,0,4,3,0,2,2,1,0,1,0,1,0,6,0,3,3,4,5,7,0,1,2,7,1,23,0.625,0.375,-0.027180359,-0.029099056,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
0.309273273,0.01625295,0.674473822,2.258334413,4,0,1,6,0,4,1,1,9,0,0,1,0,0,1,0,0,0,0,4,9,13,1,21,6,1,12,0,0,0,11,9,0,1,3,1,0,9,0,8,4,29,0,4,18,13,36,15,0,0,9,12,9,66,0.429128788,0.340227273,0.075351123,0.081339909,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,3,0,0,1,0,0,2,0,0,0,0,8,0,0,0,0,0,0,7,0,9,0,0,1,1,0,8,1,0,9,2,0,0,0,0,0,2
0.377701759,0.09237466,0.529923558,1.548494284,0,4,3,6,0,4,0,0,9,1,0,2,0,0,0,3,0,0,1,1,3,4,0,24,2,2,6,0,0,0,15,12,0,0,2,2,0,7,0,3,0,28,0,4,7,18,12,8,5,7,6,4,9,68,0.368181818,0.045454545,0.356398746,0.38406262,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,2,0,0,0,5,7,0,0,0,0,0,0,1,0,12,0,0,2,2,0,2,0,0,6,0,0,1,0,0,0,0
0.13615106,0.082938828,0.780910134,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.635691727,-0.684540327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.056916799,0.043319762,0.899763346,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.961120533,-1.035067009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059082828,0.03077933,0.910137773,4.435177474,6,2,0,30,0,19,0,6,18,0,0,2,0,0,0,0,0,0,0,8,15,2,0,26,2,1,47,0,0,0,28,20,0,5,8,1,0,0,1,4,4,34,0,9,16,25,34,25,8,3,16,19,7,132,0.303236915,0.176652893,-0.952224277,-1.025484652,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,2,0,19,0,0,2,1,0,16,0,0,16,0,0,0,0,0,0,0
0.206622824,0.020195117,0.773182094,0.483734091,0,2,0,5,3,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,9,0,0,5,0,2,1,0,1,0,5,3,0,1,1,2,0,2,0,0,1,7,0,1,6,1,7,3,0,2,2,6,2,20,0.709876543,0.288888889,-0.346252013,-0.372778305,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,1
0.10006918,0.010675517,0.889255345,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.783886246,-0.844163975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41341278,0.066003062,0.520584106,-0.415396738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.503070079,0.542045609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062048752,0.028492332,0.909458935,-0.415396738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,-0.940042717,-1.01236362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.138062447,0.074666411,0.787271142,-0.439058076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.627841331,-0.676084489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38132754,0.14638257,0.47228989,-0.415396738,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.5,0.5,0.371290452,0.400102812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044565458,0.161639884,0.793794632,-0.439058076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-1.011849628,-1.089708457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.094094366,0.018713215,0.887192369,-0.462719414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.808425841,-0.870596124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.084714875,0.133414328,0.781870782,0.483734091,1,3,0,5,1,2,0,0,2,0,0,4,0,0,0,0,0,0,0,1,1,1,0,11,1,0,1,0,0,0,8,11,0,0,1,0,0,3,0,2,4,12,0,0,5,11,9,3,3,3,1,1,5,39,0.6875,-0.3125,-0.846949033,-0.91209032,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,9,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,1
0.044127803,0.443400472,0.512471676,-0.131460687,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,1,0,0,6,0.5,0.5,-1.013647151,-1.091644609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.476150215,0.016268583,0.507581174,-0.273428713,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0.760743569,0.819591517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.235069856,0.047777854,0.717152238,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.229415135,-0.246930678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125860587,0.096504033,0.777635396,2.211011738,3,2,0,16,0,3,1,1,19,0,0,1,0,0,1,0,0,0,0,1,18,6,0,16,3,1,12,0,0,0,11,3,0,1,0,4,0,8,1,5,7,21,0,5,17,8,25,5,1,3,8,14,8,62,0.536507937,0.24265873,-0.677956481,-0.730064644,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,6,0,1,0,0,0,7,1,0,0,1,7,0,0,0,0,0,0,2,1,3,0,0,1,3,0,9,0,0,8,0,0,0,0,0,0,4
0.779378653,0.01272834,0.207893074,0.625702117,0,1,0,3,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,11,0,0,0,2,3,0,0,0,0,0,3,0,0,0,3,0,4,2,2,1,11,0,1,0,2,3,28,0.78125,0.25,2.006155177,2.161052354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0.250692099,0.184454978,0.564852893,-0.439058076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.165251882,-0.177818996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076168336,0.01333609,0.91049546,-0.391735401,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,0.5,0.5,-0.882051145,-0.949899593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.166185752,0.105856001,0.727958262,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.512334059,-0.55166901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.346883386,0.044662159,0.608454466,0.247120715,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,7,0,0,0,4,3,0,0,0,1,0,4,0,1,0,6,0,3,0,3,3,5,0,0,2,2,4,23,0.5,0.5,0.229822361,0.247724351,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0.377701759,0.09237466,0.529923558,-0.462719414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.356398746,0.38406262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048004657,0.03633574,0.915659547,-0.344412725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,3,0,0,0,1,0,0,3,0.6875,-0.3125,-0.997724242,-1.074493687,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.218522474,0.177290663,0.604186893,0.341766066,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,0,0,0,8,1,0,0,0,0,0,2,0,1,1,6,0,2,0,4,2,6,2,1,3,4,3,20,0.5,0.5,-0.297378093,-0.320135108,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
0.230135128,0.031538203,0.738326669,-0.368074063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,2,0,0,-0.249682917,-0.268761561,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.349938542,0.132326022,0.517735422,-0.344412725,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0.2,0.2,0.242370412,0.261240139,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
