Pair_Speaker_turn,PairID,Speaker,Turn,Speaker_turn,Turn_Boundary,Turn Start,Turn End
20240521_1823_WBLMayBQ5GX2_B_27,20240521_1823_WBLMayBQ5GX2,B,27,B_27,387.117185,383.41028,390.98352
20240521_1823_WBLMayBQ5GX2_Both_27,20240521_1823_WBLMayBQ5GX2,Both,27,Both_27,386.35149,387.8563,389.2927
20240521_1823_WBLMayBWZEMS_A_1,20240521_1823_WBLMayBWZEMS,A,1,A_1,201.80839949999998,3.7904997,15.760499
20240521_1823_WBLMayBWZEMS_B_2,20240521_1823_WBLMayBWZEMS,B,2,B_2,18.661599849999998,16.991207,33.5327
20240521_1823_WBLMayBWZEMS_A_3,20240521_1823_WBLMayBWZEMS,A,3,A_3,28.766563499999997,36.62457,40.54192
20240521_1823_WBLMayBWZEMS_B_4,20240521_1823_WBLMayBWZEMS,B,4,B_4,41.292435,41.5713,45.9603
20240521_1823_WBLMayBWZEMS_A_5,20240521_1823_WBLMayBWZEMS,A,5,A_5,47.411043,47.026077,53.250786
20240521_1823_WBLMayBWZEMS_B_6,20240521_1823_WBLMayBWZEMS,B,6,B_6,50.9560605,54.408703,54.886044
20240521_1823_WBLMayBWZEMS_A_7,20240521_1823_WBLMayBWZEMS,A,7,A_7,58.7493515,56.139305,63.09
20240521_1823_WBLMayBWZEMS_B_8,20240521_1823_WBLMayBWZEMS,B,8,B_8,71.3143275,64.138596,86.48935
20240521_1823_WBLMayBWZEMS_A_9,20240521_1823_WBLMayBWZEMS,A,9,A_9,77.013398,88.42881,89.8882
20240521_1823_WBLMayBWZEMS_B_10,20240521_1823_WBLMayBWZEMS,B,10,B_10,89.7000425,90.65246,90.971275
20240521_1823_WBLMayBWZEMS_Both_10,20240521_1823_WBLMayBWZEMS,Both,10,Both_10,90.81981999999999,90.66739,90.98718
20240521_1823_WBLMayBWZEMS_A_11,20240521_1823_WBLMayBWZEMS,A,11,A_11,91.147085,90.98718,91.62678
20240521_1823_WBLMayBWZEMS_B_12,20240521_1823_WBLMayBWZEMS,B,12,B_12,92.86316,93.3624,94.73914
20240521_1823_WBLMayBWZEMS_A_13,20240521_1823_WBLMayBWZEMS,A,13,A_13,97.83869999999999,96.02399,102.315
20240521_1823_WBLMayBWZEMS_B_14,20240521_1823_WBLMayBWZEMS,B,14,B_14,111.66812999999999,103.501335,127.31227
20240521_1823_WBLMayBWZEMS_A_15,20240521_1823_WBLMayBWZEMS,A,15,A_15,130.8767675,128.12207,158.2522
20240521_1823_WBLMayBWZEMS_B_16,20240521_1823_WBLMayBWZEMS,B,16,B_16,177.328645,159.19879,226.53522
20240521_1823_WBLMayBWZEMS_A_16,20240521_1823_WBLMayBWZEMS,A,16,A_16,177.24352,194.96867,195.28825
20240521_1823_WBLMayBWZEMS_Both_16,20240521_1823_WBLMayBWZEMS,Both,16,Both_16,195.368155,195.28825,195.76764
20240521_1823_WBLMayBWZEMS_A_17,20240521_1823_WBLMayBWZEMS,A,17,A_17,211.589125,227.33,227.89
20240521_1823_WBLMayBWZEMS_Both_17,20240521_1823_WBLMayBWZEMS,Both,17,Both_17,227.61841500000003,227.7473,227.90683
20240521_1823_WBLMayBWZEMS_B_18,20240521_1823_WBLMayBWZEMS,B,18,B_18,231.934945,227.90683,236.12259
20240521_1823_WBLMayBWZEMS_A_18,20240521_1823_WBLMayBWZEMS,A,18,A_18,231.298415,234.45,234.69
20240521_1823_WBLMayBWZEMS_A_19,20240521_1823_WBLMayBWZEMS,A,19,A_19,277.401165,237.26463,320.35233
20240521_1823_WBLMayBWZEMS_B_19,20240521_1823_WBLMayBWZEMS,B,19,B_19,263.495565,289.40732,289.7265
20240521_1823_WBLMayBWZEMS_B_20,20240521_1823_WBLMayBWZEMS,B,20,B_20,357.97635,321.04,426.54538
20240521_1823_WBLMayBWZEMS_A_20,20240521_1823_WBLMayBWZEMS,A,20,A_20,373.86881500000004,426.21802,426.69763
20240521_1823_WBLMayBWZEMS_A_21,20240521_1823_WBLMayBWZEMS,A,21,A_21,441.55953999999997,427.73682,456.90106
20240521_1823_WBLMayBWZEMS_B_22,20240521_1823_WBLMayBWZEMS,B,22,B_22,445.76479,458.84384,463.79276
20240521_1823_WBLMayBWZEMS_Both_22,20240521_1823_WBLMayBWZEMS,Both,22,Both_22,459.92143,460.24768,460.99902
20240521_1823_WBLMayBWZEMS_A_23,20240521_1823_WBLMayBWZEMS,A,23,A_23,462.72634,464.965,465.205
20240521_1823_WBLMayBWZEMS_B_24,20240521_1823_WBLMayBWZEMS,B,24,B_24,468.145,466.765,471.325
20240521_1823_WBLMayBWZEMS_A_25,20240521_1823_WBLMayBWZEMS,A,25,A_25,470.945,473.76498,475.125
20240521_1823_WBLMayBWZEMS_B_26,20240521_1823_WBLMayBWZEMS,B,26,B_26,485.88998,478.7742,498.01498
20240521_1823_WBLMayBWZEMS_Both_26,20240521_1823_WBLMayBWZEMS,Both,26,Both_26,480.04608,479.365,481.31796
20240521_1823_WBLMayBWZEMS_A_27,20240521_1823_WBLMayBWZEMS,A,27,A_27,494.92066,498.065,510.47632
20240521_1823_WBLMayBWZEMS_B_28,20240521_1823_WBLMayBWZEMS,B,28,B_28,529.62405,511.94058,561.1831
20240521_1823_WBLMayBWZEMS_A_29,20240521_1823_WBLMayBWZEMS,A,29,A_29,541.53214,563.7689,571.1237
20240521_1823_WBLMayBWZEMS_B_30,20240521_1823_WBLMayBWZEMS,B,30,B_30,570.6749500000001,572.2247,577.581
20240521_1823_WBLMayBWZEMS_Both_30,20240521_1823_WBLMayBWZEMS,Both,30,Both_30,573.623735,574.6412,575.02277
20240521_1823_WBLMayBWZEMS_A_31,20240521_1823_WBLMayBWZEMS,A,31,A_31,576.8480999999999,578.815,579.055
20240521_1823_WBLMayBWZEMS_B_32,20240521_1823_WBLMayBWZEMS,B,32,B_32,584.14862,579.75287,589.48224
20240521_1823_WBLMayBWZEMS_A_33,20240521_1823_WBLMayBWZEMS,A,33,A_33,588.918305,590.1851,598.08374
20240521_1823_WBLMayBWZEMS_B_34,20240521_1823_WBLMayBWZEMS,B,34,B_34,607.94005,600.18695,625.695
20240521_1823_WBLMayBWZEMS_A_35,20240521_1823_WBLMayBWZEMS,A,35,A_35,632.686575,627.8803,665.1862
20240521_1823_WBLMayBWZEMS_B_36,20240521_1823_WBLMayBWZEMS,B,36,B_36,665.9312,665.87,703.9821
20240521_1823_WBLMayBWZEMS_A_37,20240521_1823_WBLMayBWZEMS,A,37,A_37,706.485325,706.0411,747.10065
20240521_1823_WBLMayBWZEMS_B_37,20240521_1823_WBLMayBWZEMS,B,37,B_37,726.27772,746.01434,746.51434
20240521_1823_WBLMayBWZEMS_B_38,20240521_1823_WBLMayBWZEMS,B,38,B_38,748.65297,747.2086,751.2916
20240521_1823_WBLMayBWZEMS_A_39,20240521_1823_WBLMayBWZEMS,A,39,A_39,752.9266,758.24664,758.6446
20240521_1823_WBLMayBWZEMS_B_40,20240521_1823_WBLMayBWZEMS,B,40,B_40,759.0708199999999,758.935,759.895
20240521_1823_WBLMayBWZEMS_Both_40,20240521_1823_WBLMayBWZEMS,Both,40,Both_40,759.346835,759.59955,759.75867
20240521_1823_WBLMayBWZEMS_A_41,20240521_1823_WBLMayBWZEMS,A,41,A_41,761.469695,759.91785,763.33984
20240521_1823_WBLMayBWZEMS_Both_41,20240521_1823_WBLMayBWZEMS,Both,41,Both_41,761.6664450000001,763.335,763.41504
20240521_1823_WBLMayBWZEMS_B_42,20240521_1823_WBLMayBWZEMS,B,42,B_42,763.935015,763.655,764.53503
20240521_1823_WBLMayBWZEMS_A_43,20240521_1823_WBLMayBWZEMS,A,43,A_43,765.33825,766.06335,767.0215
20240521_1823_WBLMayBWZEMS_B_44,20240521_1823_WBLMayBWZEMS,B,44,B_44,787.708075,768.29504,809.3528
20240521_1823_WBLMayBWZEMS_A_44,20240521_1823_WBLMayBWZEMS,A,44,A_44,784.59767,800.6611,800.9003
20240521_1823_WBLMayBWZEMS_A_45,20240521_1823_WBLMayBWZEMS,A,45,A_45,822.4787,812.319,844.2963
20240521_1823_WBLMayBWZEMS_B_46,20240521_1823_WBLMayBWZEMS,B,46,B_46,876.6485749999999,846.135,940.97815
20240521_1823_WBLMayBWZEMS_A_47,20240521_1823_WBLMayBWZEMS,A,47,A_47,926.2250300000001,942.7095,1006.31506
20240521_1823_WBLMayBWZEMS_B_48,20240521_1823_WBLMayBWZEMS,B,48,B_48,1004.6658,1008.0725,1066.6221
20240521_1823_WBLMayBWZEMS_A_49,20240521_1823_WBLMayBWZEMS,A,49,A_49,1065.4836500000001,1068.06,1122.8948
20240521_1823_WBLMayBWZEMS_B_50,20240521_1823_WBLMayBWZEMS,B,50,B_50,1125.9099999999999,1123.9238,1183.76
20240521_1823_WBLMayBWZEMS_A_51,20240521_1823_WBLMayBWZEMS,A,51,A_51,1162.11395,1188.9565,1200.3041
20240521_1823_WBLMayBWZEMS_B_52,20240521_1823_WBLMayBWZEMS,B,52,B_52,1197.7845,1200.8605,1206.6125
20240521_1823_WBLMayBWZEMS_A_53,20240521_1823_WBLMayBWZEMS,A,53,A_53,1206.58045,1206.8531,1212.3004
20240521_1823_WBLMayBWZEMS_B_54,20240521_1823_WBLMayBWZEMS,B,54,B_54,1217.26655,1221.12,1227.68
20240521_1823_WBLMayBWZEMS_A_55,20240521_1823_WBLMayBWZEMS,A,55,A_55,1228.8937,1229.4866,1236.6674
20240521_1823_WBLMayBWZEMS_B_56,20240521_1823_WBLMayBWZEMS,B,56,B_56,1256.1667,1237.6879,1282.8468
20240521_1823_WBLMayBWZEMS_A_57,20240521_1823_WBLMayBWZEMS,A,57,A_57,1261.694,1282.98,1285.7001
20240521_1823_WBLMayBWZEMS_Both_57,20240521_1823_WBLMayBWZEMS,Both,57,Both_57,1284.3888000000002,1285.6381,1285.7976
20240521_1823_WBLMayBWZEMS_B_58,20240521_1823_WBLMayBWZEMS,B,58,B_58,1287.51215,1286.1166,1289.3862
20240521_1823_WBLMayBWZEMS_A_59,20240521_1823_WBLMayBWZEMS,A,59,A_59,1310.86065,1290.98,1335.6047
20240521_1823_WBLMayBWZEMS_B_60,20240521_1823_WBLMayBWZEMS,B,60,B_60,1329.9,1336.8259,1368.82
20240521_1823_WBLMayBWZEMS_A_61,20240521_1823_WBLMayBWZEMS,A,61,A_61,1365.12655,1371.0537,1393.4272
20240521_1823_WBLMayBWZEMS_B_62,20240521_1823_WBLMayBWZEMS,B,62,B_62,1394.52885,1394.542,1418.004
20240521_1823_WBLMayBWZEMS_A_63,20240521_1823_WBLMayBWZEMS,A,63,A_63,1419.6215,1420.3525,1444.701
20240521_1823_WBLMayBWZEMS_B_64,20240521_1823_WBLMayBWZEMS,B,64,B_64,1456.8996499999998,1448.4465,1493.4468
20240521_1823_WBLMayBWZEMS_A_64,20240521_1823_WBLMayBWZEMS,A,64,A_64,1461.6495,1465.33,1474.8525
20240521_1823_WBLMayBWZEMS_A_65,20240521_1823_WBLMayBWZEMS,A,65,A_65,1485.13245,1500.375,1504.9349
20240521_1823_WBLMayBWZEMS_B_66,20240521_1823_WBLMayBWZEMS,B,66,B_66,1520.7237,1505.6433,1541.0724
20240521_1823_WBLMayBWZEMS_A_67,20240521_1823_WBLMayBWZEMS,A,67,A_67,1550.30535,1547.9692,1594.9674
20240521_1823_WBLMayBWZEMS_B_68,20240521_1823_WBLMayBWZEMS,B,68,B_68,1579.8594,1598.225,1611.7496
20240521_1823_WBLMayBWZEMS_A_68,20240521_1823_WBLMayBWZEMS,A,68,A_68,1603.725,1608.985,1609.225
20240521_1823_WBLMayBWZEMS_Both_68,20240521_1823_WBLMayBWZEMS,Both,68,Both_68,1609.251,1609.198,1609.517
20240521_1823_WBLMayBWZEMS_A_69,20240521_1823_WBLMayBWZEMS,A,69,A_69,1613.6515,1613.225,1618.105
20240521_1823_WBLMayBWZEMS_Both_69,20240521_1823_WBLMayBWZEMS,Both,69,Both_69,1615.67675,1618.0488,1618.1285
20240521_1823_WBLMayBWZEMS_B_70,20240521_1823_WBLMayBWZEMS,B,70,B_70,1622.04405,1618.3678,1626.0393
20240521_1823_WBLMayBWZEMS_A_71,20240521_1823_WBLMayBWZEMS,A,71,A_71,1625.8038999999999,1632.36,1633.24
20240521_1823_WBLMayBWZEMS_B_72,20240521_1823_WBLMayBWZEMS,B,72,B_72,1635.1448,1635.6154,1637.9296
20240521_1823_WBLMayBWZEMS_Both_72,20240521_1823_WBLMayBWZEMS,Both,72,Both_72,1636.9647,1637.814,1638.314
20240521_1823_WBLMayBWZEMS_A_73,20240521_1823_WBLMayBWZEMS,A,73,A_73,1638.9826,1639.4116,1640.1512
20240521_1823_WBLMayBWZEMS_B_74,20240521_1823_WBLMayBWZEMS,B,74,B_74,1640.7116999999998,1640.8162,1642.0118
20240521_1823_WBLMayBWZEMS_A_75,20240521_1823_WBLMayBWZEMS,A,75,A_75,1643.5488,1643.4855,1646.2814
20240521_1823_WBLMayBWZEMS_B_76,20240521_1823_WBLMayBWZEMS,B,76,B_76,1646.4554,1646.5555,1649.4253
20240521_1823_WBLMayBWZEMS_A_77,20240521_1823_WBLMayBWZEMS,A,77,A_77,1651.5317,1653.3994,1656.5079
20240521_1823_WBLMayBWZEMS_B_78,20240521_1823_WBLMayBWZEMS,B,78,B_78,1659.0122000000001,1657.745,1664.625
20240521_1823_WBLMayBWZEMS_Both_78,20240521_1823_WBLMayBWZEMS,Both,78,Both_78,1661.1992,1664.5736,1664.6534
20240521_1823_WBLMayBWZEMS_A_79,20240521_1823_WBLMayBWZEMS,A,79,A_79,1665.10285,1664.6534,1665.6321
20240521_1823_WBLMayBWZEMS_B_80,20240521_1823_WBLMayBWZEMS,B,80,B_80,1674.82645,1666.1575,1684.9995
20240521_1823_WBLMayBWZEMS_A_80,20240521_1823_WBLMayBWZEMS,A,80,A_80,1670.8305,1675.2642,1675.5035
20240521_1823_WBLMayBWZEMS_A_81,20240521_1823_WBLMayBWZEMS,A,81,A_81,1681.4920000000002,1686.6035,1687.7198
20240521_1823_WBLMayBWZEMS_Both_81,20240521_1823_WBLMayBWZEMS,Both,81,Both_81,1687.3501,1687.697,1688.0967
20240521_1823_WBLMayBWZEMS_B_82,20240521_1823_WBLMayBWZEMS,B,82,B_82,1691.4104,1692.8162,1695.1238
20240521_1823_WBLMayBWZEMS_A_83,20240521_1823_WBLMayBWZEMS,A,83,A_83,1694.62345,1695.3125,1696.4307
20240521_1823_WBLMayBWZEMS_B_84,20240521_1823_WBLMayBWZEMS,B,84,B_84,1696.1332,1696.7152,1696.9539
20240521_1823_WBLMayBWZEMS_A_85,20240521_1823_WBLMayBWZEMS,A,85,A_85,1697.5313500000002,1697.1495,1698.3475
20240521_1823_WBLMayBWZEMS_B_86,20240521_1823_WBLMayBWZEMS,B,86,B_86,1698.2453,1698.4658,1699.3411
20240521_1823_WBLMayBWZEMS_A_87,20240521_1823_WBLMayBWZEMS,A,87,A_87,1701.4920499999998,1700.1047,1704.5183
20240521_1823_WBLMayBWZEMS_Both_87,20240521_1823_WBLMayBWZEMS,Both,87,Both_87,1702.2390500000001,1704.1338,1704.3734
20240521_1823_WBLMayBWZEMS_B_88,20240521_1823_WBLMayBWZEMS,B,88,B_88,1722.4496,1704.3734,1740.7654
20240521_1823_WBLMayBWZEMS_Both_88,20240521_1823_WBLMayBWZEMS,Both,88,Both_88,1723.28265,1704.613,1742.1919
20240521_1823_WBLMayBWZEMS_A_88,20240521_1823_WBLMayBWZEMS,A,88,A_88,1722.5244,1739.9568,1740.4358
20240521_1823_WBLMayBWZEMS_A_89,20240521_1823_WBLMayBWZEMS,A,89,A_89,1741.47345,1742.1919,1742.9901
20240521_1823_WBLMayBWZEMS_Both_89,20240521_1823_WBLMayBWZEMS,Both,89,Both_89,1742.6732000000002,1742.9155,1743.1545
20240521_1823_WBLMayBWZEMS_B_90,20240521_1823_WBLMayBWZEMS,B,90,B_90,1743.35355,1743.1545,1743.7916
20240521_1823_WBLMayBWZEMS_A_91,20240521_1823_WBLMayBWZEMS,A,91,A_91,1744.3494,1745.1453,1745.5443
20240521_1823_WBLMayBWZEMS_B_92,20240521_1823_WBLMayBWZEMS,B,92,B_92,1745.8297499999999,1745.7179,1746.5142
20240521_1823_WBLMayBWZEMS_A_93,20240521_1823_WBLMayBWZEMS,A,93,A_93,1748.1509,1747.6345,1750.5839
20240521_1823_WBLMayBWZEMS_B_94,20240521_1823_WBLMayBWZEMS,B,94,B_94,1750.3499499999998,1751.3711,1753.0654
20240521_1823_WBLMayBWZEMS_A_95,20240521_1823_WBLMayBWZEMS,A,95,A_95,1753.04995,1754.4099,1754.7288
20240521_1823_WBLMayBWZEMS_B_96,20240521_1823_WBLMayBWZEMS,B,96,B_96,1758.1137,1757.1039,1761.8175
20240521_1823_WBLMayBWZEMS_A_97,20240521_1823_WBLMayBWZEMS,A,97,A_97,1761.3919,1764.24,1765.6799
20240521_1823_WBLMayBWZEMS_Both_97,20240521_1823_WBLMayBWZEMS,Both,97,Both_97,1765.1599999999999,1765.6415,1766.08
20240521_1823_WBLMayBWZEMS_B_98,20240521_1823_WBLMayBWZEMS,B,98,B_98,1767.0755,1766.1992,1768.5095
20240521_1823_WBLMayBWZEMS_A_99,20240521_1823_WBLMayBWZEMS,A,99,A_99,1768.4596000000001,1770.48,1770.72
20240521_1823_WBLMayBWZEMS_B_100,20240521_1823_WBLMayBWZEMS,B,100,B_100,1771.4576,1771.2181,1772.4352
20240521_1823_WBLMayBWZEMS_A_101,20240521_1823_WBLMayBWZEMS,A,101,A_101,1774.0462,1774.7266,1776.8743
20240521_1823_WBLMayBWZEMS_B_102,20240521_1823_WBLMayBWZEMS,B,102,B_102,1779.31915,1777.0458,1783.9117
20240521_1823_WBLMayBWZEMS_A_102,20240521_1823_WBLMayBWZEMS,A,102,A_102,1780.22145,1783.2379,1783.3971
20240521_1823_WBLMayBWZEMS_A_103,20240521_1823_WBLMayBWZEMS,A,103,A_103,1784.7125,1785.6312,1786.1871
20240521_1823_WBLMayBWZEMS_B_104,20240521_1823_WBLMayBWZEMS,B,104,B_104,1786.9605000000001,1787.9705,1788.2898
20240521_1823_WBLMayBWZEMS_Both_104,20240521_1823_WBLMayBWZEMS,Both,104,Both_104,1788.3697,1788.0135,1788.7689
20240521_1823_WBLMayD1M24W_B_1,20240521_1823_WBLMayD1M24W,B,1,B_1,920.066261,41.397675,52.119022
20240521_1823_WBLMayD1M24W_A_2,20240521_1823_WBLMayD1M24W,A,2,A_2,47.045866000000004,52.136623,52.694057
20240521_1823_WBLMayD1M24W_B_3,20240521_1823_WBLMayD1M24W,B,3,B_3,63.105299,56.486443,74.073975
20240521_1823_WBLMayD1M24W_A_4,20240521_1823_WBLMayD1M24W,A,4,A_4,94.8259215,84.14486,133.1654
20240521_1823_WBLMayD1M24W_B_4,20240521_1823_WBLMayD1M24W,B,4,B_4,108.43751999999999,132.4106,132.73018
20240521_1823_WBLMayD1M24W_Both_4,20240521_1823_WBLMayD1M24W,Both,4,Both_4,135.153725,133.1654,137.89685
20240521_1823_WBLMayD1M24W_B_5,20240521_1823_WBLMayD1M24W,B,5,B_5,136.30344000000002,137.68376,139.44148
20240521_1823_WBLMayD1M24W_Both_5,20240521_1823_WBLMayD1M24W,Both,5,Both_5,140.67987,138.48273,143.67598
20240521_1823_WBLMayD1M24W_A_6,20240521_1823_WBLMayD1M24W,A,6,A_6,141.13413500000001,143.62625,143.78554
20240521_1823_WBLMayD1M24W_Both_6,20240521_1823_WBLMayD1M24W,Both,6,Both_6,146.292475,143.78554,148.9587
20240521_1823_WBLMayD1M24W_B_7,20240521_1823_WBLMayD1M24W,B,7,B_7,146.89082000000002,148.9587,149.9961
20240521_1823_WBLMayD1M24W_Both_7,20240521_1823_WBLMayD1M24W,Both,7,Both_7,149.8764,149.99768,150.7941
20240521_1823_WBLMayD1M24W_A_8,20240521_1823_WBLMayD1M24W,A,8,A_8,150.555185,150.87375,151.11269
20240521_1823_WBLMayD1M24W_Both_8,20240521_1823_WBLMayD1M24W,Both,8,Both_8,163.45955,151.0335,176.04535
20240521_1823_WBLMayD1M24W_B_9,20240521_1823_WBLMayD1M24W,B,9,B_9,166.45857,176.04535,181.88364
20240521_1823_WBLMayD1M24W_Both_9,20240521_1823_WBLMayD1M24W,Both,9,Both_9,179.89962000000003,176.85846,183.75389
20240521_1823_WBLMayD1M24W_A_10,20240521_1823_WBLMayD1M24W,A,10,A_10,180.66501,183.75389,184.47156
20240521_1823_WBLMayD1M24W_B_11,20240521_1823_WBLMayD1M24W,B,11,B_11,184.573595,184.51588,185.3933
20240521_1823_WBLMayD1M24W_A_12,20240521_1823_WBLMayD1M24W,A,12,A_12,185.68983,185.66768,186.86378
20240521_1823_WBLMayD1M24W_Both_12,20240521_1823_WBLMayD1M24W,Both,12,Both_12,191.491335,186.2707,197.31499
20240521_1823_WBLMayD1M24W_B_13,20240521_1823_WBLMayD1M24W,B,13,B_13,193.67284999999998,197.31499,201.075
20240521_1823_WBLMayD1M24W_A_14,20240521_1823_WBLMayD1M24W,A,14,A_14,264.104995,202.49951,330.895
20240521_1823_WBLMayD1M24W_B_14,20240521_1823_WBLMayD1M24W,B,14,B_14,266.45033,206.36319,330.40115
20240521_1823_WBLMayD1M24W_Both_14,20240521_1823_WBLMayD1M24W,Both,14,Both_14,273.411095,330.87915,340.459
20240521_1823_WBLMayD1M24W_B_15,20240521_1823_WBLMayD1M24W,B,15,B_15,335.828975,340.459,340.7788
20240521_1823_WBLMayD1M24W_Both_15,20240521_1823_WBLMayD1M24W,Both,15,Both_15,347.87147,340.7788,355.28394
20240521_1823_WBLMayD1M24W_A_16,20240521_1823_WBLMayD1M24W,A,16,A_16,348.11662,355.05637,355.45444
20240521_1823_WBLMayD1M24W_Both_16,20240521_1823_WBLMayD1M24W,Both,16,Both_16,356.159185,355.45444,357.262
20240521_1823_WBLMayD1M24W_B_17,20240521_1823_WBLMayD1M24W,B,17,B_17,358.03692,357.262,360.6194
20240521_1823_WBLMayD1M24W_Both_17,20240521_1823_WBLMayD1M24W,Both,17,Both_17,364.707185,357.52444,372.15237
20240521_1823_WBLMayD1M24W_A_18,20240521_1823_WBLMayD1M24W,A,18,A_18,365.78578000000005,372.21115,374.04712
20240521_1823_WBLMayD1M24W_B_19,20240521_1823_WBLMayD1M24W,B,19,B_19,373.406145,374.2025,374.60114
20240521_1823_WBLMayD1M24W_Both_19,20240521_1823_WBLMayD1M24W,Both,19,Both_19,375.52877,374.52606,376.85504
20240521_1823_WBLMayD1M24W_A_20,20240521_1823_WBLMayD1M24W,A,20,A_20,375.683515,376.68134,376.84097
20240521_1823_WBLMayD1M24W_B_21,20240521_1823_WBLMayD1M24W,B,21,B_21,378.11267,376.91312,379.544
20240521_1823_WBLMayD1M24W_Both_21,20240521_1823_WBLMayD1M24W,Both,21,Both_21,377.90967,377.79007,378.90622
20240521_1823_WBLMayD1M24W_A_22,20240521_1823_WBLMayD1M24W,A,22,A_22,387.080035,379.5721,396.37
20240521_1823_WBLMayD1M24W_Both_22,20240521_1823_WBLMayD1M24W,Both,22,Both_22,386.2241,379.7319,392.8761
20240521_1823_WBLMayD1M24W_B_22,20240521_1823_WBLMayD1M24W,B,22,B_22,385.466675,390.96222,391.20145
20240521_1823_WBLMayD1M24W_B_23,20240521_1823_WBLMayD1M24W,B,23,B_23,407.61636,398.07635,424.2705
20240521_1823_WBLMayD1M24W_A_23,20240521_1823_WBLMayD1M24W,A,23,A_23,402.625485,407.01535,407.17462
20240521_1823_WBLMayD1M24W_A_24,20240521_1823_WBLMayD1M24W,A,24,A_24,434.13766499999997,430.3073,461.25998
20240521_1823_WBLMayD1M24W_B_25,20240521_1823_WBLMayD1M24W,B,25,B_25,453.3721,475.0005,476.4369
20240521_1823_WBLMayD1M24W_A_26,20240521_1823_WBLMayD1M24W,A,26,A_26,500.1131,493.20297,525.2257
20240521_1823_WBLMayD1M24W_B_27,20240521_1823_WBLMayD1M24W,B,27,B_27,509.734635,525.28845,526.2663
20240521_1823_WBLMayD1M24W_Both_27,20240521_1823_WBLMayD1M24W,Both,27,Both_27,525.895225,526.0234,526.502
20240521_1823_WBLMayD1M24W_A_28,20240521_1823_WBLMayD1M24W,A,28,A_28,548.8027,526.502,571.582
20240521_1823_WBLMayD1M24W_Both_28,20240521_1823_WBLMayD1M24W,Both,28,Both_28,547.1635,526.82104,567.825
20240521_1823_WBLMayD1M24W_B_28,20240521_1823_WBLMayD1M24W,B,28,B_28,543.153045,559.325,559.48505
20240521_1823_WBLMayD1M24W_B_29,20240521_1823_WBLMayD1M24W,B,29,B_29,565.8500300000001,571.65607,572.37506
20240521_1823_WBLMayD1M24W_Both_29,20240521_1823_WBLMayD1M24W,Both,29,Both_29,572.2655649999999,572.135,572.87506
20240521_1823_WBLMayD1M24W_A_30,20240521_1823_WBLMayD1M24W,A,30,A_30,574.015,572.935,575.895
20240521_1823_WBLMayD1M24W_B_31,20240521_1823_WBLMayD1M24W,B,31,B_31,582.1649,576.7686,591.3948
20240521_1823_WBLMayD1M24W_Both_31,20240521_1823_WBLMayD1M24W,Both,31,Both_31,583.47347,577.175,590.17834
20240521_1823_WBLMayD1M24W_A_32,20240521_1823_WBLMayD1M24W,A,32,A_32,593.895,597.3238,610.615
20240521_1823_WBLMayD1M24W_B_32,20240521_1823_WBLMayD1M24W,B,32,B_32,603.90625,610.32886,610.4887
20240521_1823_WBLMayD1M24W_Both_32,20240521_1823_WBLMayD1M24W,Both,32,Both_32,610.95193,610.615,611.575
20240521_1823_WBLMayD1M24W_B_33,20240521_1823_WBLMayD1M24W,B,33,B_33,611.231265,611.6078,611.84753
20240521_1823_WBLMayD1M24W_A_34,20240521_1823_WBLMayD1M24W,A,34,A_34,645.4289,612.06964,679.25
20240521_1823_WBLMayG2GW8M_A_1,20240521_1823_WBLMayG2GW8M,A,1,A_1,310.63104050000004,5.3722057,9.192441
20240521_1823_WBLMayG2GW8M_Both_1,20240521_1823_WBLMayG2GW8M,Both,1,Both_1,7.2416668500000005,8.792835,9.111128
20240521_1823_WBLMayG2GW8M_B_2,20240521_1823_WBLMayG2GW8M,B,2,B_2,33.891735,11.100457,58.990635
20240521_1823_WBLMayG2GW8M_A_2,20240521_1823_WBLMayG2GW8M,A,2,A_2,34.892916,58.445942,58.685375
20240521_1823_WBLMayG2GW8M_Both_2,20240521_1823_WBLMayG2GW8M,Both,2,Both_2,59.643112,59.084435,60.840282
20240521_1823_WBLMayG2GW8M_A_3,20240521_1823_WBLMayG2GW8M,A,3,A_3,109.35471749999999,60.840282,159.625
20240521_1823_WBLMayG2GW8M_B_3,20240521_1823_WBLMayG2GW8M,B,3,B_3,91.86176850000001,102.787796,122.883255
20240521_1823_WBLMayG2GW8M_B_4,20240521_1823_WBLMayG2GW8M,B,4,B_4,167.235518,164.8908,231.68324
20240521_1823_WBLMayG2GW8M_A_5,20240521_1823_WBLMayG2GW8M,A,5,A_5,202.277905,238.945,239.66501
20240521_1823_WBLMayG2GW8M_B_6,20240521_1823_WBLMayG2GW8M,B,6,B_6,240.94,241.095,242.935
20240521_1823_WBLMayG2GW8M_A_7,20240521_1823_WBLMayG2GW8M,A,7,A_7,243.54000000000002,243.185,245.985
20240521_1823_WBLMayG2GW8M_Both_7,20240521_1823_WBLMayG2GW8M,Both,7,Both_7,243.985,243.575,244.785
20240521_1823_WBLMayG2GW8M_B_8,20240521_1823_WBLMayG2GW8M,B,8,B_8,265.27436,246.455,286.97372
20240521_1823_WBLMayG2GW8M_A_9,20240521_1823_WBLMayG2GW8M,A,9,A_9,280.3925,287.24,314.33
20240521_1823_WBLMayG2GW8M_B_9,20240521_1823_WBLMayG2GW8M,B,9,B_9,296.995,306.6153,306.75
