Pair_Speaker_turn,PairID,Speaker,Turn,Speaker_turn,Turn_Boundary,Turn Start,Turn End
20240522_1325_S3WBLMJ9ZP9P_B_5,20240522_1325_S3WBLMJ9ZP9P,B,5,B_5,128.16159,128.16559,141.90524
20240522_1325_S3WBLMJ9ZP9P_Both_5,20240522_1325_S3WBLMJ9ZP9P,Both,5,Both_5,137.460755,142.14476,146.75592
20240522_1325_S3WBLMJ9ZP9P_B_6,20240522_1325_S3WBLMJ9ZP9P,B,6,B_6,182.17773499999998,146.53618,222.21071
20240522_1325_S3WBLMJ9ZP9P_A_7,20240522_1325_S3WBLMJ9ZP9P,A,7,A_7,217.13559,228.64,287.735
20240522_1325_S3WBLMJ9ZP9P_B_7,20240522_1325_S3WBLMJ9ZP9P,B,7,B_7,255.4847,281.93085,282.3294
20240522_1325_S3WBLMJ9ZP9P_B_8,20240522_1325_S3WBLMJ9ZP9P,B,8,B_8,287.311235,287.74963,292.69162
20240522_1325_S3WBLMJ9ZP9P_Both_8,20240522_1325_S3WBLMJ9ZP9P,Both,8,Both_8,290.182315,287.975,292.615
20240522_1325_S3WBLMJ9ZP9P_A_9,20240522_1325_S3WBLMJ9ZP9P,A,9,A_9,290.49499000000003,292.615,293.01498
20240522_1325_S3WBLMJ9ZP9P_B_10,20240522_1325_S3WBLMJ9ZP9P,B,10,B_10,316.8825,293.4248,341.15
20240522_1325_S3WBLMJ9ZP9P_Both_10,20240522_1325_S3WBLMJ9ZP9P,Both,10,Both_10,307.053175,318.30502,320.68155
20240522_1325_S3WBLMJ9ZP9P_A_11,20240522_1325_S3WBLMJ9ZP9P,A,11,A_11,330.47047499999996,341.52112,342.63593
20240522_1325_S3WBLMJ9ZP9P_B_12,20240522_1325_S3WBLMJ9ZP9P,B,12,B_12,345.13556,343.63,348.75
20240522_1325_S3WBLMJ9ZP9P_A_13,20240522_1325_S3WBLMJ9ZP9P,A,13,A_13,350.03999999999996,354.45,356.45
20240522_1325_S3WBLMJ9ZP9P_B_13,20240522_1325_S3WBLMJ9ZP9P,B,13,B_13,355.23962,355.86984,356.02924
20240522_1325_S3WBLMJ9ZP9P_B_14,20240522_1325_S3WBLMJ9ZP9P,B,14,B_14,358.26047,356.9058,360.6511
20240522_1325_S3WBLMJ9ZP9P_A_15,20240522_1325_S3WBLMJ9ZP9P,A,15,A_15,362.36539,366.865,367.82498
20240522_1325_S3WBLMJ9ZP9P_B_15,20240522_1325_S3WBLMJ9ZP9P,B,15,B_15,367.31539,367.52612,367.76578
20240522_1325_S3WBLMJ9ZP9P_B_16,20240522_1325_S3WBLMJ9ZP9P,B,16,B_16,372.07971,369.12387,376.6333
20240522_1325_S3WBLMJ9ZP9P_A_16,20240522_1325_S3WBLMJ9ZP9P,A,16,A_16,372.95442,376.465,376.78497
20240522_1325_S3WBLMJ9ZP9P_Both_16,20240522_1325_S3WBLMJ9ZP9P,Both,16,Both_16,377.465,376.87296,378.465
20240522_1325_S3WBLMJ9ZP9P_A_17,20240522_1325_S3WBLMJ9ZP9P,A,17,A_17,378.26896999999997,378.465,379.66498
20240522_1325_S3WBLMJ9ZP9P_B_18,20240522_1325_S3WBLMJ9ZP9P,B,18,B_18,389.69282499999997,392.52893,400.92065
20240522_1325_S3WBLMJ9ZP9P_A_18,20240522_1325_S3WBLMJ9ZP9P,A,18,A_18,396.01378,399.17905,399.49863
20240522_1325_S3WBLMJ9ZP9P_A_19,20240522_1325_S3WBLMJ9ZP9P,A,19,A_19,400.61716,401.01663,402.05527
20240522_1325_S3WBLMJ9ZP9P_B_20,20240522_1325_S3WBLMJ9ZP9P,B,20,B_20,404.010815,405.62747,407.005
20240522_1325_S3WBLMJ9ZP9P_Both_20,20240522_1325_S3WBLMJ9ZP9P,Both,20,Both_20,406.23822,406.5294,406.84897
20240522_1325_S3WBLMJ9ZP9P_A_21,20240522_1325_S3WBLMJ9ZP9P,A,21,A_21,406.92887,406.92886,407.32834
20240522_1325_S3WBLMJ9ZP9P_Both_21,20240522_1325_S3WBLMJ9ZP9P,Both,21,Both_21,409.53263,410.27344,412.1364
20240522_1325_S3WBLMJ9ZP9P_B_22,20240522_1325_S3WBLMJ9ZP9P,B,22,B_22,430.39312,412.112,450.5128
20240522_1325_S3WBLMJ9ZP9P_Both_22,20240522_1325_S3WBLMJ9ZP9P,Both,22,Both_22,430.91330000000005,428.93076,449.7146
20240522_1325_S3WBLMJ9ZP9P_A_22,20240522_1325_S3WBLMJ9ZP9P,A,22,A_22,438.95314,439.25308,448.97552
20240522_1325_S3WBLMJ9ZP9P_A_23,20240522_1325_S3WBLMJ9ZP9P,A,23,A_23,445.78784,450.56937,452.3226
20240522_1325_S3WBLMJ9ZP9P_B_24,20240522_1325_S3WBLMJ9ZP9P,B,24,B_24,451.85411,452.65967,453.13885
20240522_1325_S3WBLMJ9ZP9P_A_25,20240522_1325_S3WBLMJ9ZP9P,A,25,A_25,453.496875,454.09424,454.33408
20240522_1325_S3WBLMJ9ZP9P_B_26,20240522_1325_S3WBLMJ9ZP9P,B,26,B_26,601.7541699999999,455.69464,749.4141
20240522_1325_S3WBLMJ9ZP9P_A_26,20240522_1325_S3WBLMJ9ZP9P,A,26,A_26,464.45502,463.92712,473.2154
20240522_1325_S3WBLMJ9ZP9P_Both_26,20240522_1325_S3WBLMJ9ZP9P,Both,26,Both_26,471.57750999999996,477.37238,479.2279
20240522_1325_S3WBLMJ9ZP9P_A_27,20240522_1325_S3WBLMJ9ZP9P,A,27,A_27,687.96042,878.4977,898.54846
20240522_1325_S3WBLMKJJESE_A_1,20240522_1325_S3WBLMKJJESE,A,1,A_1,444.22885,6.12,9.96
20240522_1325_S3WBLMKJJESE_B_2,20240522_1325_S3WBLMKJJESE,B,2,B_2,11.4770115,13.46254,16.834023
20240522_1325_S3WBLMKJJESE_A_3,20240522_1325_S3WBLMKJJESE,A,3,A_3,15.99526,17.251057,18.52798
20240522_1325_S3WBLMKJJESE_B_4,20240522_1325_S3WBLMKJJESE,B,4,B_4,63.392638500000004,18.992514,109.53422
20240522_1325_S3WBLMKJJESE_A_4,20240522_1325_S3WBLMKJJESE,A,4,A_4,64.034007,108.99591,109.0755
20240522_1325_S3WBLMKJJESE_Both_4,20240522_1325_S3WBLMKJJESE,Both,4,Both_4,109.78303,109.31426,110.57015
20240522_1325_S3WBLMKJJESE_A_5,20240522_1325_S3WBLMKJJESE,A,5,A_5,109.911175,110.34891,110.50809
20240522_1325_S3WBLMKJJESE_B_6,20240522_1325_S3WBLMKJJESE,B,6,B_6,111.136875,110.57015,111.92484
20240522_1325_S3WBLMKJJESE_Both_6,20240522_1325_S3WBLMKJJESE,Both,6,Both_6,111.740832,110.8889,112.911514
20240522_1325_S3WBLMKJJESE_A_7,20240522_1325_S3WBLMKJJESE,A,7,A_7,115.363792,112.911514,119.838684
20240522_1325_S3WBLMKJJESE_B_8,20240522_1325_S3WBLMKJJESE,B,8,B_8,163.219292,128.02759,213.52707
20240522_1325_S3WBLMKJJESE_A_8,20240522_1325_S3WBLMKJJESE,A,8,A_8,169.523345,128.53549,211.0191
20240522_1325_S3WBLMKJJESE_Both_8,20240522_1325_S3WBLMKJJESE,Both,8,Both_8,172.249505,128.69484,215.96352
20240522_1325_S3WBLMKJJESE_A_9,20240522_1325_S3WBLMKJJESE,A,9,A_9,179.03679499999998,215.96352,229.37875
20240522_1325_S3WBLMKJJESE_B_10,20240522_1325_S3WBLMKJJESE,B,10,B_10,237.74136,236.63568,259.5192
20240522_1325_S3WBLMKJJESE_A_10,20240522_1325_S3WBLMKJJESE,A,10,A_10,247.81181500000002,258.82806,258.98795
20240522_1325_S3WBLMKJJESE_Both_10,20240522_1325_S3WBLMKJJESE,Both,10,Both_10,261.33213,259.38763,263.8362
20240522_1325_S3WBLMKJJESE_A_11,20240522_1325_S3WBLMKJJESE,A,11,A_11,294.883695,263.62448,330.37976
20240522_1325_S3WBLMKJJESE_B_11,20240522_1325_S3WBLMKJJESE,B,11,B_11,283.65387,303.60364,303.68326
20240522_1325_S3WBLMKJJESE_Both_11,20240522_1325_S3WBLMKJJESE,Both,11,Both_11,304.09932000000003,303.92206,304.595
20240522_1325_S3WBLMKJJESE_B_12,20240522_1325_S3WBLMKJJESE,B,12,B_12,324.80278,335.1165,345.6835
20240522_1325_S3WBLMKJJESE_A_12,20240522_1325_S3WBLMKJJESE,A,12,A_12,340.34394999999995,345.25217,345.5714
20240522_1325_S3WBLMKJJESE_Both_12,20240522_1325_S3WBLMKJJESE,Both,12,Both_12,347.586445,345.5714,349.92072
20240522_1325_S3WBLMKJJESE_A_13,20240522_1325_S3WBLMKJJESE,A,13,A_13,377.77338499999996,349.88123,409.97537
20240522_1325_S3WBLMKJJESE_Both_13,20240522_1325_S3WBLMKJJESE,Both,13,Both_13,351.2885,350.3601,352.69577
20240522_1325_S3WBLMKJJESE_B_14,20240522_1325_S3WBLMKJJESE,B,14,B_14,410.3089,417.8887,470.2577
20240522_1325_S3WBLMKJJESE_A_14,20240522_1325_S3WBLMKJJESE,A,14,A_14,444.05395,469.98022,470.2192
20240522_1325_S3WBLMKJJESE_Both_14,20240522_1325_S3WBLMKJJESE,Both,14,Both_14,472.39081999999996,470.2577,474.80142
20240522_1325_S3WBLMKJJESE_A_15,20240522_1325_S3WBLMKJJESE,A,15,A_15,514.7227,474.76035,559.1877
20240522_1325_S3WBLMKJJESE_B_16,20240522_1325_S3WBLMKJJESE,B,16,B_16,522.3745,559.8671,569.98865
20240522_1325_S3WBLMKJJESE_A_16,20240522_1325_S3WBLMKJJESE,A,16,A_16,564.76355,564.12714,569.66
20240522_1325_S3WBLMKJJESE_Both_16,20240522_1325_S3WBLMKJJESE,Both,16,Both_16,567.17742,569.89996,570.2277
20240522_1325_S3WBLMKJJESE_A_17,20240522_1325_S3WBLMKJJESE,A,17,A_17,570.1799599999999,570.22,570.45996
20240522_1325_S3WBLMKJJESE_B_18,20240522_1325_S3WBLMKJJESE,B,18,B_18,585.7101,570.7856,601.2002
20240522_1325_S3WBLMKJJESE_A_18,20240522_1325_S3WBLMKJJESE,A,18,A_18,585.9334200000001,600.92145,601.08124
20240522_1325_S3WBLMKJJESE_Both_18,20240522_1325_S3WBLMKJJESE,Both,18,Both_18,602.8667250000001,601.2002,604.812
20240522_1325_S3WBLMKJJESE_A_19,20240522_1325_S3WBLMKJJESE,A,19,A_19,606.7826,604.67596,612.365
20240522_1325_S3WBLMKJJESE_Both_19,20240522_1325_S3WBLMKJJESE,Both,19,Both_19,606.492855,604.83575,608.30975
20240522_1325_S3WBLMKJJESE_B_20,20240522_1325_S3WBLMKJJESE,B,20,B_20,617.8215250000001,618.8373,630.8073
20240522_1325_S3WBLMKJJESE_A_20,20240522_1325_S3WBLMKJJESE,A,20,A_20,624.78718,630.57776,630.73706
20240522_1325_S3WBLMKJJESE_Both_20,20240522_1325_S3WBLMKJJESE,Both,20,Both_20,632.13103,630.8073,633.6843
20240522_1325_S3WBLMKJJESE_A_21,20240522_1325_S3WBLMKJJESE,A,21,A_21,632.484765,633.6843,634.16223
20240522_1325_S3WBLMKJJESE_Both_21,20240522_1325_S3WBLMKJJESE,Both,21,Both_21,634.3268499999999,634.4119,634.9694
20240522_1325_S3WBLMKJJESE_B_22,20240522_1325_S3WBLMKJJESE,B,22,B_22,634.81015,634.9694,635.2084
20240522_1325_S3WBLMKJJESE_Both_22,20240522_1325_S3WBLMKJJESE,Both,22,Both_22,635.09105,635.13306,635.2127
20240522_1325_S3WBLMKJJESE_A_23,20240522_1325_S3WBLMKJJESE,A,23,A_23,651.52738,635.2127,667.9217
20240522_1325_S3WBLMKJJESE_B_24,20240522_1325_S3WBLMKJJESE,B,24,B_24,673.3528,674.7948,711.4929
20240522_1325_S3WBLMKJJESE_Both_24,20240522_1325_S3WBLMKJJESE,Both,24,Both_24,692.86493,706.7647,710.93506
20240522_1325_S3WBLMKJJESE_A_25,20240522_1325_S3WBLMKJJESE,A,25,A_25,713.0139999999999,716.3178,719.2633
20240522_1325_S3WBLMKJJESE_B_26,20240522_1325_S3WBLMKJJESE,B,26,B_26,718.657985,719.70123,720.99817
20240522_1325_S3WBLMKJJESE_A_27,20240522_1325_S3WBLMKJJESE,A,27,A_27,724.726465,728.5335,729.7517
20240522_1325_S3WBLMKJJESE_Both_27,20240522_1325_S3WBLMKJJESE,Both,27,Both_27,730.5285,729.4459,732.5235
20240522_1325_S3WBLMKJJESE_B_28,20240522_1325_S3WBLMKJJESE,B,28,B_28,730.96165,732.39764,732.4774
20240522_1325_S3WBLMKJJESE_Both_28,20240522_1325_S3WBLMKJJESE,Both,28,Both_28,733.9474700000001,732.5235,735.4973
20240522_1325_S3WBLMKJJESE_A_29,20240522_1325_S3WBLMKJJESE,A,29,A_29,775.2705000000001,736.0497,818.0175
20240522_1325_S3WBLMKJJESE_B_30,20240522_1325_S3WBLMKJJESE,B,30,B_30,782.1336,824.78546,828.2175
20240522_1325_S3WBLMKJJESE_A_30,20240522_1325_S3WBLMKJJESE,A,30,A_30,825.8674799999999,826.63135,826.9495
20240522_1325_S3WBLMKJJESE_A_31,20240522_1325_S3WBLMKJJESE,A,31,A_31,828.262075,828.3814,829.8928
20240522_1325_S3WBLMKJJESE_Both_31,20240522_1325_S3WBLMKJJESE,Both,31,Both_31,829.25645,829.734,830.1315
20240522_1325_S3WBLMKJJESE_B_32,20240522_1325_S3WBLMKJJESE,B,32,B_32,849.33288,829.97345,868.93176
20240522_1325_S3WBLMKJJESE_A_32,20240522_1325_S3WBLMKJJESE,A,32,A_32,849.229225,868.325,868.485
20240522_1325_S3WBLMKJJESE_Both_32,20240522_1325_S3WBLMKJJESE,Both,32,Both_32,873.10415,868.645,877.8833
20240522_1325_S3WBLMKJJESE_A_33,20240522_1325_S3WBLMKJJESE,A,33,A_33,885.7563700000001,877.8468,902.86774
20240522_1325_S3WBLMKJJESE_B_34,20240522_1325_S3WBLMKJJESE,B,34,B_34,893.54645,903.26953,909.2461
20240522_1325_S3WBLMKJJESE_Both_34,20240522_1325_S3WBLMKJJESE,Both,34,Both_34,906.428365,909.0872,909.5872
20240522_1325_S3WBLMKJJESE_A_35,20240522_1325_S3WBLMKJJESE,A,35,A_35,909.68523,909.8846,910.28326
20240522_1325_S3WBLMKJJESE_B_36,20240522_1325_S3WBLMKJJESE,B,36,B_36,915.0379,915.08154,920.1912
20240522_1325_S3WBLMKJJESE_A_36,20240522_1325_S3WBLMKJJESE,A,36,A_36,917.59527,919.86957,920.109
20240522_1325_S3WBLMKJJESE_Both_36,20240522_1325_S3WBLMKJJESE,Both,36,Both_36,923.3541849999999,920.1912,926.8388
20240522_1325_S3WBLMKJJESE_A_37,20240522_1325_S3WBLMKJJESE,A,37,A_37,931.58185,926.6549,942.9725
20240522_1325_S3WBLMKJJESE_B_38,20240522_1325_S3WBLMKJJESE,B,38,B_38,935.5435,943.23303,944.4321
20240522_1325_S3WBLMKJJESE_Both_38,20240522_1325_S3WBLMKJJESE,Both,38,Both_38,945.30899,944.41156,947.38495
20240522_1325_S3WBLMKJJESE_A_39,20240522_1325_S3WBLMKJJESE,A,39,A_39,973.63141,947.38495,1002.85126
20240522_1325_S3WBLMKJJESE_B_40,20240522_1325_S3WBLMKJJESE,B,40,B_40,1004.722475,1009.81335,1062.06
20240522_1325_S3WBLMKJJESE_A_40,20240522_1325_S3WBLMKJJESE,A,40,A_40,1011.888775,1013.5647,1013.9642
20240522_1325_S3WBLMKJJESE_Both_40,20240522_1325_S3WBLMKJJESE,Both,40,Both_40,1039.00115,1017.3999,1064.4376
20240522_1325_S3WBLMKJJESE_A_41,20240522_1325_S3WBLMKJJESE,A,41,A_41,1053.63665,1064.1857,1089.8734
20240522_1325_S3WBLMKJJESE_Both_41,20240522_1325_S3WBLMKJJESE,Both,41,Both_41,1066.4585,1064.3448,1068.7313
20240522_1325_S3WBLMKJJESE_B_42,20240522_1325_S3WBLMKJJESE,B,42,B_42,1098.9631,1097.01,1133.5814
20240522_1325_S3WBLMKJJESE_A_42,20240522_1325_S3WBLMKJJESE,A,42,A_42,1111.7019,1126.2344,1126.3938
20240522_1325_S3WBLMKJJESE_Both_42,20240522_1325_S3WBLMKJJESE,Both,42,Both_42,1129.2709,1126.4149,1132.3074
20240522_1325_S3WBLMKJJESE_A_43,20240522_1325_S3WBLMKJJESE,A,43,A_43,1156.37055,1133.82,1186.3262
20240522_1325_S3WBLMKJJESE_B_44,20240522_1325_S3WBLMKJJESE,B,44,B_44,1160.4528,1186.6062,1187.0856
20240522_1325_S3WBLMKJJESE_Both_44,20240522_1325_S3WBLMKJJESE,Both,44,Both_44,1187.87055,1187.0591,1189.1349
20240522_1325_S3WBLMKJJESE_A_45,20240522_1325_S3WBLMKJJESE,A,45,A_45,1192.7676000000001,1194.4841,1198.4761
20240522_1325_S3WBLMKJJESE_B_46,20240522_1325_S3WBLMKJJESE,B,46,B_46,1215.6467499999999,1199.575,1236.8094
20240522_1325_S3WBLMKJJESE_Both_46,20240522_1325_S3WBLMKJJESE,Both,46,Both_46,1221.9021,1236.615,1244.2292
20240522_1325_S3WBLMKJJESE_A_47,20240522_1325_S3WBLMKJJESE,A,47,A_47,1242.89855,1244.2292,1249.1821
20240522_1325_S3WBLMKJJESE_B_48,20240522_1325_S3WBLMKJJESE,B,48,B_48,1260.7952,1257.0607,1277.3612
20240522_1325_S3WBLMKJJESE_A_48,20240522_1325_S3WBLMKJJESE,A,48,A_48,1258.47675,1259.8132,1259.8928
20240522_1325_S3WBLMKJJESE_Both_48,20240522_1325_S3WBLMKJJESE,Both,48,Both_48,1268.2676000000001,1259.8928,1276.722
20240522_1325_S3WBLMKJJESE_A_49,20240522_1325_S3WBLMKJJESE,A,49,A_49,1274.32755,1278.5355,1288.7623
20240522_1325_S3WBLMKJJESE_B_49,20240522_1325_S3WBLMKJJESE,B,49,B_49,1283.53225,1288.3698,1288.529
20240522_1325_S3WBLMKJJESE_Both_49,20240522_1325_S3WBLMKJJESE,Both,49,Both_49,1289.16565,1288.529,1289.9615
20240522_1325_S3WBLMKJJESE_B_50,20240522_1325_S3WBLMKJJESE,B,50,B_50,1290.52,1289.8828,1292.511
20240522_1325_S3WBLMKJJESE_Both_50,20240522_1325_S3WBLMKJJESE,Both,50,Both_50,1291.2813,1292.2802,1292.6798
20240522_1325_S3WBLMKJJESE_A_51,20240522_1325_S3WBLMKJJESE,A,51,A_51,1295.3582000000001,1292.8397,1298.4362
20240522_1325_S3WBLMKJJESE_B_52,20240522_1325_S3WBLMKJJESE,B,52,B_52,1302.1873500000002,1306.0839,1311.535
20240522_1325_S3WBLMKJJESE_A_52,20240522_1325_S3WBLMKJJESE,A,52,A_52,1306.29455,1306.1864,1306.5052
20240522_1325_S3WBLMKJJESE_Both_52,20240522_1325_S3WBLMKJJESE,Both,52,Both_52,1308.6966,1306.4827,1311.2068
20240522_1325_S3WBLMKJJESE_A_53,20240522_1325_S3WBLMKJJESE,A,53,A_53,1318.3141500000002,1312.2427,1330.1456
20240522_1325_S3WBLMKJJESE_B_54,20240522_1325_S3WBLMKJJESE,B,54,B_54,1330.5245,1335.56,1348.8063
20240522_1325_S3WBLMKJJESE_A_54,20240522_1325_S3WBLMKJJESE,A,54,A_54,1340.0603999999998,1344.4811,1344.5608
20240522_1325_S3WBLMKJJESE_Both_54,20240522_1325_S3WBLMKJJESE,Both,54,Both_54,1346.5639,1344.7203,1348.6467
20240522_1325_S3WBLMKJJESE_A_55,20240522_1325_S3WBLMKJJESE,A,55,A_55,1350.0653499999999,1349.3474,1355.4104
20240522_1325_S3WBLMKJJESE_B_56,20240522_1325_S3WBLMKJJESE,B,56,B_56,1364.5512,1363.7704,1379.755
20240522_1325_S3WBLMKJJESE_A_56,20240522_1325_S3WBLMKJJESE,A,56,A_56,1371.7434,1364.0493,1379.7164
20240522_1325_S3WBLMKJJESE_Both_56,20240522_1325_S3WBLMKJJESE,Both,56,Both_56,1375.2273500000001,1379.8132,1386.4054
20240522_1325_S3WBLMKJJESE_A_57,20240522_1325_S3WBLMKJJESE,A,57,A_57,1413.1066,1386.6445,1446.4
20240522_1325_S3WBLMKJJESE_B_57,20240522_1325_S3WBLMKJJESE,B,57,B_57,1395.9571,1405.0308,1405.2697
20240522_1325_S3WBLMKJJESE_Both_57,20240522_1325_S3WBLMKJJESE,Both,57,Both_57,1405.3823499999999,1405.4143,1405.7339
20240522_1325_S3WBLMKJJESE_B_58,20240522_1325_S3WBLMKJJESE,B,58,B_58,1449.0572,1454.1849,1492.7001
20240522_1325_S3WBLMKJJESE_A_58,20240522_1325_S3WBLMKJJESE,A,58,A_58,1459.08665,1456.4044,1463.9884
20240522_1325_S3WBLMKJJESE_Both_58,20240522_1325_S3WBLMKJJESE,Both,58,Both_58,1474.2714,1487.6522,1492.1384
20240522_1325_S3WBLMKJJESE_A_59,20240522_1325_S3WBLMKJJESE,A,59,A_59,1502.34355,1492.8499,1517.0349
20240522_1325_S3WBLMKJJESE_B_60,20240522_1325_S3WBLMKJJESE,B,60,B_60,1505.22345,1517.198,1517.597
20240522_1325_S3WBLMKJJESE_Both_60,20240522_1325_S3WBLMKJJESE,Both,60,Both_60,1519.1118000000001,1517.495,1521.0256
20240522_1325_S3WBLMKJJESE_A_61,20240522_1325_S3WBLMKJJESE,A,61,A_61,1522.815,1521.0256,1528.135
20240522_1325_S3WBLMKJJESE_B_61,20240522_1325_S3WBLMKJJESE,B,61,B_61,1524.618,1527.9711,1528.2104
20240522_1325_S3WBLMKJJESE_B_62,20240522_1325_S3WBLMKJJESE,B,62,B_62,1528.33015,1528.2104,1528.6892
20240522_1325_S3WBLMKJJESE_A_63,20240522_1325_S3WBLMKJJESE,A,63,A_63,1531.1758,1533.8217,1534.1412
20240522_1325_S3WBLMKJJESE_B_64,20240522_1325_S3WBLMKJJESE,B,64,B_64,1538.4729,1535.0027,1543.1241
20240522_1325_S3WBLMKJJESE_Both_64,20240522_1325_S3WBLMKJJESE,Both,64,Both_64,1536.56905,1537.9756,1538.1354
20240522_1325_S3WBLMMSXASK_B_1,20240522_1325_S3WBLMMSXASK,B,1,B_1,772.31060875,6.2476764,6.6456175
20240522_1325_S3WBLMMSXASK_A_2,20240522_1325_S3WBLMMSXASK,A,2,A_2,7.9038376999999995,9.4,9.559999
20240522_1325_S3WBLMMSXASK_Both_2,20240522_1325_S3WBLMMSXASK,Both,2,Both_2,9.455397000000001,9.431206,9.510794
20240522_1325_S3WBLMMSXASK_B_3,20240522_1325_S3WBLMMSXASK,B,3,B_3,9.6699705,9.510794,9.908735
20240522_1325_S3WBLMMSXASK_Both_3,20240522_1325_S3WBLMMSXASK,Both,3,Both_3,9.935397,9.88,10.36
20240522_1325_S3WBLMMSXASK_A_4,20240522_1325_S3WBLMMSXASK,A,4,A_4,57.517875,14.2893,105.15575
20240522_1325_S3WBLMMSXASK_B_5,20240522_1325_S3WBLMMSXASK,B,5,B_5,92.9657,105.19597,171.6421
20240522_1325_S3WBLMMSXASK_A_5,20240522_1325_S3WBLMMSXASK,A,5,A_5,137.827865,157.63254,170.45976
20240522_1325_S3WBLMMSXASK_Both_5,20240522_1325_S3WBLMMSXASK,Both,5,Both_5,164.535165,170.6063,171.43779
20240522_1325_S3WBLMMSXASK_A_6,20240522_1325_S3WBLMMSXASK,A,6,A_6,177.53436,173.42598,184.46242
20240522_1325_S3WBLMMSXASK_Both_6,20240522_1325_S3WBLMMSXASK,Both,6,Both_6,178.96974,184.0135,184.5135
20240522_1325_S3WBLMMSXASK_B_7,20240522_1325_S3WBLMMSXASK,B,7,B_7,187.70087999999998,186.01198,191.38826
20240522_1325_S3WBLMMSXASK_A_8,20240522_1325_S3WBLMMSXASK,A,8,A_8,191.65813500000002,193.31429,197.30429
20240522_1325_S3WBLMMSXASK_B_9,20240522_1325_S3WBLMMSXASK,B,9,B_9,198.06886,198.49231,202.82343
20240522_1325_S3WBLMMSXASK_A_10,20240522_1325_S3WBLMMSXASK,A,10,A_10,206.727525,204.02414,214.96274
20240522_1325_S3WBLMMSXASK_Both_10,20240522_1325_S3WBLMMSXASK,Both,10,Both_10,205.581095,206.63342,207.13805
20240522_1325_S3WBLMMSXASK_B_10,20240522_1325_S3WBLMMSXASK,B,10,B_10,210.67095999999998,214.3893,214.7085
20240522_1325_S3WBLMMSXASK_B_11,20240522_1325_S3WBLMMSXASK,B,11,B_11,233.55214999999998,216.0651,252.715
20240522_1325_S3WBLMMSXASK_A_12,20240522_1325_S3WBLMMSXASK,A,12,A_12,245.62972000000002,253.57202,275.19434
20240522_1325_S3WBLMMSXASK_B_13,20240522_1325_S3WBLMMSXASK,B,13,B_13,297.59271,277.39484,341.6134
20240522_1325_S3WBLMMSXASK_A_14,20240522_1325_S3WBLMMSXASK,A,14,A_14,320.84108000000003,342.2586,364.28732
20240522_1325_S3WBLMMSXASK_B_15,20240522_1325_S3WBLMMSXASK,B,15,B_15,359.47565,367.13092,376.6927
20240522_1325_S3WBLMMSXASK_A_16,20240522_1325_S3WBLMMSXASK,A,16,A_16,372.76431,378.07886,378.3977
20240522_1325_S3WBLMMSXASK_B_17,20240522_1325_S3WBLMMSXASK,B,17,B_17,378.39146500000004,378.5442,378.70407
20240522_1325_S3WBLMMSXASK_Both_17,20240522_1325_S3WBLMMSXASK,Both,17,Both_17,379.43373499999996,378.55713,380.32327
20240522_1325_S3WBLMMSXASK_A_18,20240522_1325_S3WBLMMSXASK,A,18,A_18,379.872415,380.15143,381.1877
20240522_1325_S3WBLMMSXASK_B_19,20240522_1325_S3WBLMMSXASK,B,19,B_19,381.506265,382.14163,382.8611
20240522_1325_S3WBLMMSXASK_A_20,20240522_1325_S3WBLMMSXASK,A,20,A_20,385.849665,384.61542,389.5577
20240522_1325_S3WBLMMSXASK_B_21,20240522_1325_S3WBLMMSXASK,B,21,B_21,403.886875,392.15,423.15833
20240522_1325_S3WBLMMSXASK_A_22,20240522_1325_S3WBLMMSXASK,A,22,A_22,419.90806999999995,423.74194,447.66614
20240522_1325_S3WBLMMSXASK_B_23,20240522_1325_S3WBLMMSXASK,B,23,B_23,445.42292,451.39905,467.1039
20240522_1325_S3WBLMMSXASK_A_24,20240522_1325_S3WBLMMSXASK,A,24,A_24,461.80411,468.19733,472.20917
20240522_1325_S3WBLMMSXASK_Both_24,20240522_1325_S3WBLMMSXASK,Both,24,Both_24,470.128695,471.82022,472.06006
20240522_1325_S3WBLMMSXASK_B_25,20240522_1325_S3WBLMMSXASK,B,25,B_25,473.618835,472.3798,475.41745
20240522_1325_S3WBLMMSXASK_A_26,20240522_1325_S3WBLMMSXASK,A,26,A_26,474.72544,476.1135,477.07108
20240522_1325_S3WBLMMSXASK_B_27,20240522_1325_S3WBLMMSXASK,B,27,B_27,488.91852,479.98813,501.72354
20240522_1325_S3WBLMMSXASK_A_28,20240522_1325_S3WBLMMSXASK,A,28,A_28,503.820065,502.8176,527.652
20240522_1325_S3WBLMMSXASK_B_28,20240522_1325_S3WBLMMSXASK,B,28,B_28,510.0235,516.9897,517.2294
20240522_1325_S3WBLMMSXASK_B_29,20240522_1325_S3WBLMMSXASK,B,29,B_29,539.0552,530.99036,561.1207
20240522_1325_S3WBLMMSXASK_A_29,20240522_1325_S3WBLMMSXASK,A,29,A_29,533.8833050000001,536.5364,536.77625
20240522_1325_S3WBLMMSXASK_A_30,20240522_1325_S3WBLMMSXASK,A,30,A_30,574.2933499999999,563.02356,612.0503
20240522_1325_S3WBLMMSXASK_B_31,20240522_1325_S3WBLMMSXASK,B,31,B_31,599.04058,615.18567,635.0576
20240522_1325_S3WBLMMSXASK_A_32,20240522_1325_S3WBLMMSXASK,A,32,A_32,629.921535,636.50275,644.6574
